"state","period_start","period_end","duration"
"Active","2021-03-18 11:10:12+01","2021-03-18 11:10:15+01","00:00:03"
"Intermediate","2021-03-18 11:10:15+01","2021-03-18 11:10:17+01","00:00:02"
"Active","2021-03-18 11:10:17+01","2021-03-18 11:10:19+01","00:00:02"
"Intermediate","2021-03-18 11:10:19+01","2021-03-18 11:10:20+01","00:00:01"
"Active","2021-03-18 11:10:20+01","2021-03-18 11:10:21+01","00:00:01"
"Intermediate","2021-03-18 11:10:21+01","2021-03-18 11:10:22+01","00:00:01"
"Active","2021-03-18 11:10:22+01","2021-03-18 11:10:23+01","00:00:01"
"Intermediate","2021-03-18 11:10:23+01","2021-03-18 11:10:24+01","00:00:01"
"Active","2021-03-18 11:10:24+01","2021-03-18 11:10:27+01","00:00:03"
"Intermediate","2021-03-18 11:10:27+01","2021-03-18 11:10:28+01","00:00:01"
"Active","2021-03-18 11:10:28+01","2021-03-18 11:10:29+01","00:00:01"
"Intermediate","2021-03-18 11:10:29+01","2021-03-18 11:10:30+01","00:00:01"
"Active","2021-03-18 11:10:30+01","2021-03-18 11:10:33+01","00:00:03"
"Intermediate","2021-03-18 11:10:33+01","2021-03-18 11:10:34+01","00:00:01"
"Active","2021-03-18 11:10:34+01","2021-03-18 11:10:36+01","00:00:02"
"Intermediate","2021-03-18 11:10:36+01","2021-03-18 11:10:37+01","00:00:01"
"Active","2021-03-18 11:10:37+01","2021-03-18 11:10:38+01","00:00:01"
"Intermediate","2021-03-18 11:10:38+01","2021-03-18 11:10:39+01","00:00:01"
"Active","2021-03-18 11:10:39+01","2021-03-18 11:10:41+01","00:00:02"
"Intermediate","2021-03-18 11:10:41+01","2021-03-18 11:10:42+01","00:00:01"
"Active","2021-03-18 11:10:42+01","2021-03-18 11:10:44+01","00:00:02"
"Intermediate","2021-03-18 11:10:44+01","2021-03-18 11:10:45+01","00:00:01"
"Active","2021-03-18 11:10:45+01","2021-03-18 11:10:47+01","00:00:02"
"Intermediate","2021-03-18 11:10:47+01","2021-03-18 11:10:48+01","00:00:01"
"Active","2021-03-18 11:10:48+01","2021-03-18 11:10:59+01","00:00:11"
"Intermediate","2021-03-18 11:10:59+01","2021-03-18 11:11:00+01","00:00:01"
"Active","2021-03-18 11:11:00+01","2021-03-18 11:11:01+01","00:00:01"
"Intermediate","2021-03-18 11:11:01+01","2021-03-18 11:11:03+01","00:00:02"
"Active","2021-03-18 11:11:03+01","2021-03-18 11:11:04+01","00:00:01"
"Intermediate","2021-03-18 11:11:04+01","2021-03-18 11:11:05+01","00:00:01"
"Active","2021-03-18 11:11:05+01","2021-03-18 11:11:06+01","00:00:01"
"Intermediate","2021-03-18 11:11:06+01","2021-03-18 11:11:07+01","00:00:01"
"Active","2021-03-18 11:11:07+01","2021-03-18 11:11:08+01","00:00:01"
"Intermediate","2021-03-18 11:11:08+01","2021-03-18 11:11:09+01","00:00:01"
"Active","2021-03-18 11:11:09+01","2021-03-18 11:11:11+01","00:00:02"
"Intermediate","2021-03-18 11:11:11+01","2021-03-18 11:11:12+01","00:00:01"
"Active","2021-03-18 11:11:12+01","2021-03-18 11:11:14+01","00:00:02"
"Intermediate","2021-03-18 11:11:14+01","2021-03-18 11:11:15+01","00:00:01"
"Active","2021-03-18 11:11:15+01","2021-03-18 11:11:20+01","00:00:05"
"Intermediate","2021-03-18 11:11:20+01","2021-03-18 11:11:21+01","00:00:01"
"Active","2021-03-18 11:11:21+01","2021-03-18 11:11:22+01","00:00:01"
"Intermediate","2021-03-18 11:11:22+01","2021-03-18 11:11:24+01","00:00:02"
"Active","2021-03-18 11:11:24+01","2021-03-18 11:11:26+01","00:00:02"
"Intermediate","2021-03-18 11:11:26+01","2021-03-18 11:11:27+01","00:00:01"
"Active","2021-03-18 11:11:27+01","2021-03-18 11:11:30+01","00:00:03"
"Intermediate","2021-03-18 11:11:30+01","2021-03-18 11:11:31+01","00:00:01"
"Active","2021-03-18 11:11:31+01","2021-03-18 11:11:32+01","00:00:01"
"Intermediate","2021-03-18 11:11:32+01","2021-03-18 11:11:33+01","00:00:01"
"Active","2021-03-18 11:11:33+01","2021-03-18 11:11:36+01","00:00:03"
"Intermediate","2021-03-18 11:11:36+01","2021-03-18 11:11:37+01","00:00:01"
"Active","2021-03-18 11:11:37+01","2021-03-18 11:11:38+01","00:00:01"
"Intermediate","2021-03-18 11:11:38+01","2021-03-18 11:11:41+01","00:00:03"
"Active","2021-03-18 11:11:41+01","2021-03-18 11:11:44+01","00:00:03"
"Intermediate","2021-03-18 11:11:44+01","2021-03-18 11:11:46+01","00:00:02"
"Active","2021-03-18 11:11:46+01","2021-03-18 11:11:50+01","00:00:04"
"Intermediate","2021-03-18 11:11:50+01","2021-03-18 11:11:51+01","00:00:01"
"Active","2021-03-18 11:11:51+01","2021-03-18 11:11:52+01","00:00:01"
"Intermediate","2021-03-18 11:11:52+01","2021-03-18 11:11:53+01","00:00:01"
"Active","2021-03-18 11:11:53+01","2021-03-18 11:11:54+01","00:00:01"
"Intermediate","2021-03-18 11:11:54+01","2021-03-18 11:11:55+01","00:00:01"
"Active","2021-03-18 11:11:55+01","2021-03-18 11:11:58+01","00:00:03"
"Intermediate","2021-03-18 11:11:58+01","2021-03-18 11:12:01+01","00:00:03"
"Active","2021-03-18 11:12:01+01","2021-03-18 11:12:02+01","00:00:01"
"Intermediate","2021-03-18 11:12:02+01","2021-03-18 11:12:03+01","00:00:01"
"Active","2021-03-18 11:12:03+01","2021-03-18 11:12:04+01","00:00:01"
"Intermediate","2021-03-18 11:12:04+01","2021-03-18 11:12:05+01","00:00:01"
"Active","2021-03-18 11:12:05+01","2021-03-18 11:12:07+01","00:00:02"
"Intermediate","2021-03-18 11:12:07+01","2021-03-18 11:12:08+01","00:00:01"
"Active","2021-03-18 11:12:08+01","2021-03-18 11:12:09+01","00:00:01"
"Intermediate","2021-03-18 11:12:09+01","2021-03-18 11:12:11+01","00:00:02"
"Active","2021-03-18 11:12:11+01","2021-03-18 11:12:13+01","00:00:02"
"Intermediate","2021-03-18 11:12:13+01","2021-03-18 11:12:14+01","00:00:01"
"Active","2021-03-18 11:12:14+01","2021-03-18 11:12:19+01","00:00:05"
"Intermediate","2021-03-18 11:12:19+01","2021-03-18 11:12:20+01","00:00:01"
"Active","2021-03-18 11:12:20+01","2021-03-18 11:12:21+01","00:00:01"
"Intermediate","2021-03-18 11:12:21+01","2021-03-18 11:12:23+01","00:00:02"
"Active","2021-03-18 11:12:23+01","2021-03-18 11:12:24+01","00:00:01"
"Intermediate","2021-03-18 11:12:24+01","2021-03-18 11:12:25+01","00:00:01"
"Active","2021-03-18 11:12:25+01","2021-03-18 11:12:31+01","00:00:06"
"Intermediate","2021-03-18 11:12:31+01","2021-03-18 11:12:33+01","00:00:02"
"Active","2021-03-18 11:12:33+01","2021-03-18 11:12:34+01","00:00:01"
"Intermediate","2021-03-18 11:12:34+01","2021-03-18 11:12:35+01","00:00:01"
"Active","2021-03-18 11:12:35+01","2021-03-18 11:12:37+01","00:00:02"
"Intermediate","2021-03-18 11:12:37+01","2021-03-18 11:12:38+01","00:00:01"
"Active","2021-03-18 11:12:38+01","2021-03-18 11:12:40+01","00:00:02"
"Intermediate","2021-03-18 11:12:40+01","2021-03-18 11:12:43+01","00:00:03"
"Active","2021-03-18 11:12:43+01","2021-03-18 11:12:46+01","00:00:03"
"Intermediate","2021-03-18 11:12:46+01","2021-03-18 11:12:47+01","00:00:01"
"Active","2021-03-18 11:12:47+01","2021-03-18 11:12:48+01","00:00:01"
"Intermediate","2021-03-18 11:12:48+01","2021-03-18 11:12:49+01","00:00:01"
"Active","2021-03-18 11:12:49+01","2021-03-18 11:12:55+01","00:00:06"
"Intermediate","2021-03-18 11:12:55+01","2021-03-18 11:12:56+01","00:00:01"
"Active","2021-03-18 11:12:56+01","2021-03-18 11:13:04+01","00:00:08"
"Intermediate","2021-03-18 11:13:04+01","2021-03-18 11:13:05+01","00:00:01"
"Active","2021-03-18 11:13:05+01","2021-03-18 11:13:06+01","00:00:01"
"Intermediate","2021-03-18 11:13:06+01","2021-03-18 11:13:08+01","00:00:02"
"Active","2021-03-18 11:13:08+01","2021-03-18 11:13:09+01","00:00:01"
"Intermediate","2021-03-18 11:13:09+01","2021-03-18 11:13:11+01","00:00:02"
"Active","2021-03-18 11:13:11+01","2021-03-18 11:13:18+01","00:00:07"
"Intermediate","2021-03-18 11:13:18+01","2021-03-18 11:13:19+01","00:00:01"
"Active","2021-03-18 11:13:19+01","2021-03-18 11:13:26+01","00:00:07"
"Intermediate","2021-03-18 11:13:26+01","2021-03-18 11:13:27+01","00:00:01"
"Active","2021-03-18 11:13:27+01","2021-03-18 11:13:28+01","00:00:01"
"Intermediate","2021-03-18 11:13:28+01","2021-03-18 11:13:31+01","00:00:03"
"Active","2021-03-18 11:13:31+01","2021-03-18 11:13:35+01","00:00:04"
"Intermediate","2021-03-18 11:13:35+01","2021-03-18 11:13:37+01","00:00:02"
"Active","2021-03-18 11:13:37+01","2021-03-18 11:13:38+01","00:00:01"
"Intermediate","2021-03-18 11:13:38+01","2021-03-18 11:13:39+01","00:00:01"
"Active","2021-03-18 11:13:39+01","2021-03-18 11:13:41+01","00:00:02"
"Intermediate","2021-03-18 11:13:41+01","2021-03-18 11:13:43+01","00:00:02"
"Active","2021-03-18 11:13:43+01","2021-03-18 11:13:44+01","00:00:01"
"Intermediate","2021-03-18 11:13:44+01","2021-03-18 11:13:45+01","00:00:01"
"Active","2021-03-18 11:13:45+01","2021-03-18 11:13:49+01","00:00:04"
"Intermediate","2021-03-18 11:13:49+01","2021-03-18 11:13:50+01","00:00:01"
"Active","2021-03-18 11:13:50+01","2021-03-18 11:13:53+01","00:00:03"
"Intermediate","2021-03-18 11:13:53+01","2021-03-18 11:13:55+01","00:00:02"
"Active","2021-03-18 11:13:55+01","2021-03-18 11:13:56+01","00:00:01"
"Intermediate","2021-03-18 11:13:56+01","2021-03-18 11:13:57+01","00:00:01"
"Active","2021-03-18 11:13:57+01","2021-03-18 11:14:01+01","00:00:04"
"Intermediate","2021-03-18 11:14:01+01","2021-03-18 11:14:03+01","00:00:02"
"Active","2021-03-18 11:14:03+01","2021-03-18 11:14:04+01","00:00:01"
"Intermediate","2021-03-18 11:14:04+01","2021-03-18 11:14:08+01","00:00:04"
"Active","2021-03-18 11:14:08+01","2021-03-18 11:14:09+01","00:00:01"
"Intermediate","2021-03-18 11:14:09+01","2021-03-18 11:14:11+01","00:00:02"
"Active","2021-03-18 11:14:11+01","2021-03-18 11:14:14+01","00:00:03"
"Intermediate","2021-03-18 11:14:14+01","2021-03-18 11:14:15+01","00:00:01"
"Active","2021-03-18 11:14:15+01","2021-03-18 11:14:16+01","00:00:01"
"Intermediate","2021-03-18 11:14:16+01","2021-03-18 11:14:17+01","00:00:01"
"Active","2021-03-18 11:14:17+01","2021-03-18 11:14:18+01","00:00:01"
"Intermediate","2021-03-18 11:14:18+01","2021-03-18 11:14:19+01","00:00:01"
"Active","2021-03-18 11:14:19+01","2021-03-18 11:14:22+01","00:00:03"
"Intermediate","2021-03-18 11:14:22+01","2021-03-18 11:14:24+01","00:00:02"
"Active","2021-03-18 11:14:24+01","2021-03-18 11:14:25+01","00:00:01"
"Intermediate","2021-03-18 11:14:25+01","2021-03-18 11:14:26+01","00:00:01"
"Active","2021-03-18 11:14:26+01","2021-03-18 11:14:27+01","00:00:01"
"Intermediate","2021-03-18 11:14:27+01","2021-03-18 11:14:29+01","00:00:02"
"Active","2021-03-18 11:14:29+01","2021-03-18 11:14:30+01","00:00:01"
"Intermediate","2021-03-18 11:14:30+01","2021-03-18 11:14:32+01","00:00:02"
"Active","2021-03-18 11:14:32+01","2021-03-18 11:14:37+01","00:00:05"
"Intermediate","2021-03-18 11:14:37+01","2021-03-18 11:14:41+01","00:00:04"
"Active","2021-03-18 11:14:41+01","2021-03-18 11:14:42+01","00:00:01"
"Intermediate","2021-03-18 11:14:42+01","2021-03-18 11:14:45+01","00:00:03"
"Active","2021-03-18 11:14:45+01","2021-03-18 11:14:48+01","00:00:03"
"Intermediate","2021-03-18 11:14:48+01","2021-03-18 11:14:50+01","00:00:02"
"Active","2021-03-18 11:14:50+01","2021-03-18 11:14:52+01","00:00:02"
"Intermediate","2021-03-18 11:14:52+01","2021-03-18 11:14:57+01","00:00:05"
"Active","2021-03-18 11:14:57+01","2021-03-18 11:15:00+01","00:00:03"
"Intermediate","2021-03-18 11:15:00+01","2021-03-18 11:15:01+01","00:00:01"
"Active","2021-03-18 11:15:01+01","2021-03-18 11:15:04+01","00:00:03"
"Intermediate","2021-03-18 11:15:04+01","2021-03-18 11:15:06+01","00:00:02"
"Active","2021-03-18 11:15:06+01","2021-03-18 11:15:08+01","00:00:02"
"Intermediate","2021-03-18 11:15:08+01","2021-03-18 11:15:10+01","00:00:02"
"Active","2021-03-18 11:15:10+01","2021-03-18 11:15:12+01","00:00:02"
"Intermediate","2021-03-18 11:15:12+01","2021-03-18 11:15:13+01","00:00:01"
"Active","2021-03-18 11:15:13+01","2021-03-18 11:15:14+01","00:00:01"
"Intermediate","2021-03-18 11:15:14+01","2021-03-18 11:15:16+01","00:00:02"
"Active","2021-03-18 11:15:16+01","2021-03-18 11:15:18+01","00:00:02"
"Intermediate","2021-03-18 11:15:18+01","2021-03-18 11:15:22+01","00:00:04"
"Active","2021-03-18 11:15:22+01","2021-03-18 11:15:24+01","00:00:02"
"Intermediate","2021-03-18 11:15:24+01","2021-03-18 11:15:27+01","00:00:03"
"Active","2021-03-18 11:15:27+01","2021-03-18 11:15:35+01","00:00:08"
"Intermediate","2021-03-18 11:15:35+01","2021-03-18 11:15:37+01","00:00:02"
"Active","2021-03-18 11:15:37+01","2021-03-18 11:15:41+01","00:00:04"
"Intermediate","2021-03-18 11:15:41+01","2021-03-18 11:15:43+01","00:00:02"
"Active","2021-03-18 11:15:43+01","2021-03-18 11:15:47+01","00:00:04"
"Intermediate","2021-03-18 11:15:47+01","2021-03-18 11:15:51+01","00:00:04"
"Active","2021-03-18 11:15:51+01","2021-03-18 11:15:52+01","00:00:01"
"Intermediate","2021-03-18 11:15:52+01","2021-03-18 11:15:53+01","00:00:01"
"Active","2021-03-18 11:15:53+01","2021-03-18 11:15:54+01","00:00:01"
"Intermediate","2021-03-18 11:15:54+01","2021-03-18 11:15:56+01","00:00:02"
"Active","2021-03-18 11:15:56+01","2021-03-18 11:15:59+01","00:00:03"
"Intermediate","2021-03-18 11:15:59+01","2021-03-18 11:16:05+01","00:00:06"
"Active","2021-03-18 11:16:05+01","2021-03-18 11:16:09+01","00:00:04"
"Intermediate","2021-03-18 11:16:09+01","2021-03-18 11:16:12+01","00:00:03"
"Active","2021-03-18 11:16:12+01","2021-03-18 11:16:14+01","00:00:02"
"Intermediate","2021-03-18 11:16:14+01","2021-03-18 11:16:15+01","00:00:01"
"Active","2021-03-18 11:16:15+01","2021-03-18 11:16:16+01","00:00:01"
"Intermediate","2021-03-18 11:16:16+01","2021-03-18 11:16:17+01","00:00:01"
"Active","2021-03-18 11:16:17+01","2021-03-18 11:16:19+01","00:00:02"
"Intermediate","2021-03-18 11:16:19+01","2021-03-18 11:16:20+01","00:00:01"
"Active","2021-03-18 11:16:20+01","2021-03-18 11:16:22+01","00:00:02"
"Intermediate","2021-03-18 11:16:22+01","2021-03-18 11:16:23+01","00:00:01"
"Active","2021-03-18 11:16:23+01","2021-03-18 11:16:25+01","00:00:02"
"Intermediate","2021-03-18 11:16:25+01","2021-03-18 11:16:27+01","00:00:02"
"Active","2021-03-18 11:16:27+01","2021-03-18 11:16:28+01","00:00:01"
"Intermediate","2021-03-18 11:16:28+01","2021-03-18 11:16:29+01","00:00:01"
"Active","2021-03-18 11:16:29+01","2021-03-18 11:16:30+01","00:00:01"
"Intermediate","2021-03-18 11:16:30+01","2021-03-18 11:16:33+01","00:00:03"
"Active","2021-03-18 11:16:33+01","2021-03-18 11:16:38+01","00:00:05"
"Intermediate","2021-03-18 11:16:38+01","2021-03-18 11:16:42+01","00:00:04"
"Active","2021-03-18 11:16:42+01","2021-03-18 11:16:47+01","00:00:05"
"Intermediate","2021-03-18 11:16:47+01","2021-03-18 11:16:51+01","00:00:04"
"Active","2021-03-18 11:16:51+01","2021-03-18 11:16:52+01","00:00:01"
"Intermediate","2021-03-18 11:16:52+01","2021-03-18 11:16:53+01","00:00:01"
"Active","2021-03-18 11:16:53+01","2021-03-18 11:16:54+01","00:00:01"
"Intermediate","2021-03-18 11:16:54+01","2021-03-18 11:16:55+01","00:00:01"
"Active","2021-03-18 11:16:55+01","2021-03-18 11:16:58+01","00:00:03"
"Intermediate","2021-03-18 11:16:58+01","2021-03-18 11:16:59+01","00:00:01"
"Active","2021-03-18 11:16:59+01","2021-03-18 11:17:01+01","00:00:02"
"Intermediate","2021-03-18 11:17:01+01","2021-03-18 11:17:02+01","00:00:01"
"Active","2021-03-18 11:17:02+01","2021-03-18 11:17:03+01","00:00:01"
"Intermediate","2021-03-18 11:17:03+01","2021-03-18 11:17:07+01","00:00:04"
"Active","2021-03-18 11:17:07+01","2021-03-18 11:17:09+01","00:00:02"
"Intermediate","2021-03-18 11:17:09+01","2021-03-18 11:17:13+01","00:00:04"
"Active","2021-03-18 11:17:13+01","2021-03-18 11:17:15+01","00:00:02"
"Intermediate","2021-03-18 11:17:15+01","2021-03-18 11:17:17+01","00:00:02"
"Active","2021-03-18 11:17:17+01","2021-03-18 11:17:21+01","00:00:04"
"Intermediate","2021-03-18 11:17:21+01","2021-03-18 11:17:25+01","00:00:04"
"Active","2021-03-18 11:17:25+01","2021-03-18 11:17:26+01","00:00:01"
"Intermediate","2021-03-18 11:17:26+01","2021-03-18 11:17:28+01","00:00:02"
"Active","2021-03-18 11:17:28+01","2021-03-18 11:17:29+01","00:00:01"
"Intermediate","2021-03-18 11:17:29+01","2021-03-18 11:17:32+01","00:00:03"
"Active","2021-03-18 11:17:32+01","2021-03-18 11:17:35+01","00:00:03"
"Intermediate","2021-03-18 11:17:35+01","2021-03-18 11:17:37+01","00:00:02"
"Active","2021-03-18 11:17:37+01","2021-03-18 11:17:44+01","00:00:07"
"Intermediate","2021-03-18 11:17:44+01","2021-03-18 11:17:48+01","00:00:04"
"Active","2021-03-18 11:17:48+01","2021-03-18 11:17:49+01","00:00:01"
"Intermediate","2021-03-18 11:17:49+01","2021-03-18 11:17:53+01","00:00:04"
"Active","2021-03-18 11:17:53+01","2021-03-18 11:17:54+01","00:00:01"
"Intermediate","2021-03-18 11:17:54+01","2021-03-18 11:17:56+01","00:00:02"
"Active","2021-03-18 11:17:56+01","2021-03-18 11:17:57+01","00:00:01"
"Intermediate","2021-03-18 11:17:57+01","2021-03-18 11:17:58+01","00:00:01"
"Active","2021-03-18 11:17:58+01","2021-03-18 11:18:00+01","00:00:02"
"Intermediate","2021-03-18 11:18:00+01","2021-03-18 11:18:01+01","00:00:01"
"Active","2021-03-18 11:18:01+01","2021-03-18 11:18:03+01","00:00:02"
"Intermediate","2021-03-18 11:18:03+01","2021-03-18 11:18:05+01","00:00:02"
"Active","2021-03-18 11:18:05+01","2021-03-18 11:18:06+01","00:00:01"
"Intermediate","2021-03-18 11:18:06+01","2021-03-18 11:18:07+01","00:00:01"
"Active","2021-03-18 11:18:07+01","2021-03-18 11:18:12+01","00:00:05"
"Intermediate","2021-03-18 11:18:12+01","2021-03-18 11:18:19+01","00:00:07"
"Active","2021-03-18 11:18:19+01","2021-03-18 11:18:20+01","00:00:01"
"Intermediate","2021-03-18 11:18:20+01","2021-03-18 11:18:21+01","00:00:01"
"Active","2021-03-18 11:18:21+01","2021-03-18 11:18:22+01","00:00:01"
"Intermediate","2021-03-18 11:18:22+01","2021-03-18 11:18:27+01","00:00:05"
"Active","2021-03-18 11:18:27+01","2021-03-18 11:18:31+01","00:00:04"
"Intermediate","2021-03-18 11:18:31+01","2021-03-18 11:18:36+01","00:00:05"
"Active","2021-03-18 11:18:36+01","2021-03-18 11:18:37+01","00:00:01"
"Intermediate","2021-03-18 11:18:37+01","2021-03-18 11:18:38+01","00:00:01"
"Active","2021-03-18 11:18:38+01","2021-03-18 11:18:39+01","00:00:01"
"Intermediate","2021-03-18 11:18:39+01","2021-03-18 11:18:42+01","00:00:03"
"Active","2021-03-18 11:18:42+01","2021-03-18 11:18:44+01","00:00:02"
"Intermediate","2021-03-18 11:18:44+01","2021-03-18 11:18:49+01","00:00:05"
"Active","2021-03-18 11:18:49+01","2021-03-18 11:18:50+01","00:00:01"
"Intermediate","2021-03-18 11:18:50+01","2021-03-18 11:18:52+01","00:00:02"
"Active","2021-03-18 11:18:52+01","2021-03-18 11:18:53+01","00:00:01"
"Intermediate","2021-03-18 11:18:53+01","2021-03-18 11:18:54+01","00:00:01"
"Active","2021-03-18 11:18:54+01","2021-03-18 11:18:55+01","00:00:01"
"Intermediate","2021-03-18 11:18:55+01","2021-03-18 11:18:56+01","00:00:01"
"Active","2021-03-18 11:18:56+01","2021-03-18 11:18:58+01","00:00:02"
"Intermediate","2021-03-18 11:18:58+01","2021-03-18 11:18:59+01","00:00:01"
"Active","2021-03-18 11:18:59+01","2021-03-18 11:19:06+01","00:00:07"
"Intermediate","2021-03-18 11:19:06+01","2021-03-18 11:19:07+01","00:00:01"
"Active","2021-03-18 11:19:07+01","2021-03-18 11:19:10+01","00:00:03"
"Intermediate","2021-03-18 11:19:10+01","2021-03-18 11:19:14+01","00:00:04"
"Active","2021-03-18 11:19:14+01","2021-03-18 11:19:15+01","00:00:01"
"Intermediate","2021-03-18 11:19:15+01","2021-03-18 11:19:16+01","00:00:01"
"Active","2021-03-18 11:19:16+01","2021-03-18 11:19:21+01","00:00:05"
"Intermediate","2021-03-18 11:19:21+01","2021-03-18 11:19:23+01","00:00:02"
"Active","2021-03-18 11:19:23+01","2021-03-18 11:19:25+01","00:00:02"
"Intermediate","2021-03-18 11:19:25+01","2021-03-18 11:19:28+01","00:00:03"
"Active","2021-03-18 11:19:28+01","2021-03-18 11:19:29+01","00:00:01"
"Intermediate","2021-03-18 11:19:29+01","2021-03-18 11:19:33+01","00:00:04"
"Active","2021-03-18 11:19:33+01","2021-03-18 11:19:35+01","00:00:02"
"Intermediate","2021-03-18 11:19:35+01","2021-03-18 11:19:36+01","00:00:01"
"Active","2021-03-18 11:19:36+01","2021-03-18 11:19:37+01","00:00:01"
"Intermediate","2021-03-18 11:19:37+01","2021-03-18 11:19:38+01","00:00:01"
"Active","2021-03-18 11:19:38+01","2021-03-18 11:19:39+01","00:00:01"
"Intermediate","2021-03-18 11:19:39+01","2021-03-18 11:19:40+01","00:00:01"
"Active","2021-03-18 11:19:40+01","2021-03-18 11:19:41+01","00:00:01"
"Intermediate","2021-03-18 11:19:41+01","2021-03-18 11:19:43+01","00:00:02"
"Active","2021-03-18 11:19:43+01","2021-03-18 11:19:44+01","00:00:01"
"Intermediate","2021-03-18 11:19:44+01","2021-03-18 11:19:47+01","00:00:03"
"Active","2021-03-18 11:19:47+01","2021-03-18 11:19:50+01","00:00:03"
"Intermediate","2021-03-18 11:19:50+01","2021-03-18 11:19:54+01","00:00:04"
"Active","2021-03-18 11:19:54+01","2021-03-18 11:19:55+01","00:00:01"
"Intermediate","2021-03-18 11:19:55+01","2021-03-18 11:19:58+01","00:00:03"
"Active","2021-03-18 11:19:58+01","2021-03-18 11:20:00+01","00:00:02"
"Intermediate","2021-03-18 11:20:00+01","2021-03-18 11:20:05+01","00:00:05"
"Active","2021-03-18 11:20:05+01","2021-03-18 11:20:12+01","00:00:07"
"Intermediate","2021-03-18 11:20:12+01","2021-03-18 11:20:13+01","00:00:01"
